0x7d687FB43F89b087e5CA458FbAa0a22310fB4051 93 DC 0.4999% 
0x68D4c67F423d804c31760447082cf45231BC3F78 91 DC 0.4891% 
0x9207dC4c8ac874fe1F8A5323AD1eF23d1aa945Be 89 DC 0.4784% 
0x481bb04f60DD1F7d6EC0A3611ed8023e618697CB 86 DC 0.4622% 
0xc7E27F39829B36F3Fc749d78EceaD2525e328717 86 DC 0.4622% 
0xA27d7009CBeFACa06a7314E65E5182F76D0EB22e 84 DC 0.4515% 
0xFdc3E8eDd74A90fe971EF7d56a0C66c870b10F5D 83 DC 0.4461% 
0x55552e748dE8C72Baf7488A697c97cBE1A5cE30a 81 DC 0.4354% 
0x21a0B6Fd81ec697E326228DF279F9Add0D1B021A 76 DC 0.4085% 
0x284470BF8572BA44A8BBFAc1ff0C7813C416125A 74 DC 0.3977% 
0xDcdB7cc659462b9602ee2F55333E6619C6EdF2Bb 73 DC 0.3923% 
0xB9B9EaDBDaB25754a36Dc176C34E6519E9B7Ff3f 72 DC 0.3870% 
0xe1cD19D059cE0a47B285F85c29fccd59fBb69853 71 DC 0.3816% 
0x884a609E5D2e1671c2e52f2a2576137515D6BB5B 69 DC 0.3708% 
0xC1e5fe805dF7429F4917bc9D98AD8E5b42240a4d 69 DC 0.3708% 
0x55Bace6719DCA58E69Eab6FEcD7c38b17E2bC9F2 62 DC 0.3332% 
0xAf060fee2F48A2092868f382A2c626d35F741637 62 DC 0.3332% 
0x5042C314e1ebD2B44FF38F5e5d9e3ecfd45529A1 61 DC 0.3279% 
0xA27E81C6C8c4813170b96C880Ef8883a1c8A0FE3 60 DC 0.3225% 
0xF3C5F2517c1FCFAa8B40Bc98990fEAA26F8A9D45 60 DC 0.3225% 
0xB7A46cB435Ccc2756758AfDd0475419bE9648BE1 58 DC 0.3117% 
0x5658f4B362E95C0bC32d5Ce0051457882dB92ee5 57 DC 0.3064% 
0xBF619DF9918579A56c8771EBb0AF1f24Bdc95dF5 54 DC 0.2902% 
0xEf01C325Fd3a57e91fb6786EBA5e8304D852FC17 51 DC 0.2741% 
0xaCd8C60B697e75323e84EE50193138f17Ab53c88 46 DC 0.2472% 
0x5FD2C02689d138547B7b1b9E7d9A309d5A03edCd 45 DC 0.2419% 
0x0cA7e18F20d7088C9C8F2425E456289b1e153384 44 DC 0.2365% 
0xBd305Af2d1E0712C57e7Eb33f175D3f0Bd4E898A 44 DC 0.2365% 
0x26d81CC388BA612CC4Db8073C605fee45c8cA461 43 DC 0.2311% 
0x1208a26FAa0F4AC65B42098419EB4dAA5e580AC6 43 DC 0.2311% 
0xD71576F75D430AdA547d50858d6Eb3EDB01B0427 42 DC 0.2257% 
0xc1e5c90Dd349955be43B54369fcFE810CA0D755f 40 DC 0.2150% 
0xcd0164AE803771B349919113Ebc2506D04B80edA 40 DC 0.2150% 
0xFAF634Be4508554b3d9022c04fb00EB30812Cf77 39 DC 0.2096% 
0x12Fe20De6b441F18BA9a3C9A7A78C9BD16723E8d 39 DC 0.2096% 
0xBd0739Ae6B2524CB991392f50fAB8C137497b1Eb 38 DC 0.2042% 
0xDb462faB978c36610D45c7E9fb03BA35459498B3 38 DC 0.2042% 
0xEF25f303d9d13414839959c66335FF822F6e5e42 37 DC 0.1989% 
0x85c0c09570C955F6e07522E9ad6041716CbBb7fE 34 DC 0.1827% 
0x2FAf55a544c5F73666438BC185aeCC9D685E6E3C 34 DC 0.1827% 
0x69F86433625A7A589252b930Aa65BdF25945F873 33 DC 0.1774% 
0x29eC5c8e31179138a3cB3354Aa1592E6C03D012b 33 DC 0.1774% 
0xceF4d05050A9b342991fA7B06B27Df1aE03c7D1B 31 DC 0.1666% 
0x876628B4a5E4216ea46785C80eB7a283E371829B 31 DC 0.1666% 
0x77560848B891190965c3D295e09528587947424D 30 DC 0.1612% 
0x30F89f5f4cF25f457B4D9cBFb64a64A97F00bED0 30 DC 0.1612% 
0x5169A46Cf0B99C0c1e8d078D3B9F9B6ed9A215eA 30 DC 0.1612% 
0x1a9F7852501CA762C90AddcDD880D28D897265f8 29 DC 0.1559% 
0x13F49D53ce65E931ECE11151f99b5cd9a7ef648F 27 DC 0.1451% 
0x7Af2dBB733daed7b340b4215D23811563375F0F7 26 DC 0.1397% 
0xFe5573C66273313034F7fF6050c54b5402553716 26 DC 0.1397% 
0x832aFF5dAdb82bC33642865235E94d65BCE65312 24 DC 0.1290% 
0xCb30Cc9AbC2b3B4AA72A6f42C968D632D58547a2 22 DC 0.1182% 
0x42f5A3aB2A6c2D6aB55C78528dD01c70046d1447 22 DC 0.1182% 
0x51D5aa7A076C006045985463d976510166B86d1C 22 DC 0.1182% 
0x8cF43ae56733529d8650790187B37410Fe44322e 21 DC 0.1129% 
0x3FDaD4D08d11F3Acc3D654Ff204631ffeBE8a946 21 DC 0.1129% 
0x3d187f2F54a69e98efF5094A6f0EA74A3b46dD91 20 DC 0.1075% 
0xBA2eDb5Ac7b3231281E4F76C013419fcE94D86aF 20 DC 0.1075% 
0x2CF8BD93c36DC34d35208fe7A598a13E7783c69a 20 DC 0.1075% 
0xa21dF89c3F7375EbE7381cC858e0AA0B7c83AEe0 19 DC 0.1021% 
0xAd70e106628433479dA7588775D0518eeCBfB6f7 19 DC 0.1021% 
0xC0C2429B8008b35deD73B53acA235C1d5591c412 19 DC 0.1021% 
0x7199afcC73C940B965191137bb69Ae47E910920A 18 DC 0.0967% 
0x3f1b1Af91538ad424FFf41f9495525265e87E4BE 18 DC 0.0967% 
0x331CEEa5443c597AeA9f3C4844827e939f9A694E 18 DC 0.0967% 
0xb9d1Fb123C779B47269280D0e152Ac32E40b1177 18 DC 0.0967% 
0x1B7BF8dC6088aA724134397a3F292f1EeB3F0047 18 DC 0.0967% 
0x08Ce3009C286a353FC31769862a53BE488907564 17 DC 0.0914% 
0x9b815DD3e2D30CFEf33266fA4c6A7B37Bd99edFE 17 DC 0.0914% 
0x8e469bfDF6f83F29871c4e1998a317A153043942 17 DC 0.0914% 
0x3f782EB36B252fbCD81Aad2B21a6b9a2635f55d7 17 DC 0.0914% 
0x34845898Bf46e601225F453C4BBb3987eE9878C0 16 DC 0.0860% 
0x14CCd5BeaB5Ee806dacd954a6142F4901DB05fdD 16 DC 0.0860% 
0x84026D24E405829B4E0B10d1b95feb19f0eEF641 15 DC 0.0806% 
0xF22d91bd4E3319657273534fC3fe0c93c8F9F01d 15 DC 0.0806% 
0xb8aCD3a41360cf07621fF64cF3cD0DAd9A1F0085 15 DC 0.0806% 
0x2A1605617f602023627bE4A98d39A679494fFe54 15 DC 0.0806% 
0xfe5539cFf8b100B562FA804a1FDE665a1de1E868 14 DC 0.0752% 
0x257318f1891469F3f8A1B724d5A428943Edf3EBe 14 DC 0.0752% 
0x86553ba136398573D1c1B58B87d2d00B77f29DBE 14 DC 0.0752% 
0x26f807397390E6d91b940215Fa71647f3C4d4395 14 DC 0.0752% 
0xB8c0C98fEb85Db7c8c9925fD26B03d79F958d16D 14 DC 0.0752% 
0x09c8FcfC626Fe827D4B761F38863d481D450De27 14 DC 0.0752% 
0xF4fCc2D19Ae692A7AEb7D540139A37c7af1205C4 14 DC 0.0752% 
0x435105346367378F1BaC5E624e5f5041e5e87218 13 DC 0.0699% 
0x741c8078f979DDCbf14520FAe82a20e5ACb8a58a 13 DC 0.0699% 
0x7D204eCacaE2a60db5a19955FF6B3266c93127Ba 13 DC 0.0699% 
0x8F7cFE257477bFF66eB06bee7aAf8b2F2AAb086f 13 DC 0.0699% 
0x22D515121FDdeb1673e72d45630F750fB48B5390 13 DC 0.0699% 
0xe81119bcf92Fa4E9234690Df8ad2F35896988A71 13 DC 0.0699% 
0xa54fb799525Ac436F8bf3d88b3FA241A4e9e2599 13 DC 0.0699% 
0xE496e56B1b8750bcD9749131Af85f7043A9410BB 13 DC 0.0699% 
0x425bd454aBadF67D07ECF41faf457D961D480Ff5 13 DC 0.0699% 
0xD7D6f237353d74a29A27a093356410E8879A8EdF 13 DC 0.0699% 
0xDEaCf9d7F11679028084e030aA4D808dFaB4DdF7 13 DC 0.0699% 
0x571F5fd45d8A8cB2A12C9B1a56520aF87869FA66 13 DC 0.0699% 
0xe871757d6872cCAe968387f0B43Eb737a5606eb4 13 DC 0.0699% 
0x237cdf443E7E48fac04F65AC92982b2246AD15af 12 DC 0.0645% 
0x6A6411314d63B717559621B3Cc585A627f94adf3 12 DC 0.0645% 
0x9c5a14d975a55688920989f73D4C818DCD7A91ad 12 DC 0.0645% 
0xBE2D41c2A96E58Dc0AE8491bebC73203a909fc69 12 DC 0.0645% 
0xE7DaCfa93fEe4C6d383aFE7136BAf23C6957F098 12 DC 0.0645% 
0x47BB55752db81389b684E8660Ca9712470e3d843 12 DC 0.0645% 
0x59F3829A310382deDc8DEb952e6c2a6a4941FD39 11 DC 0.0591% 
0x7DE8BC670EaF49c551Dfe5009877F1EbA2A5b345 11 DC 0.0591% 
0x23abad8C65a9a93Abcc343892aaf3d6E88B5CCc9 11 DC 0.0591% 
0x8AE7689Ee9286504C825C7eAbf36051332482915 11 DC 0.0591% 
0xCD9375D40FF8cF1F34796b364870207a0FD88dEc 11 DC 0.0591% 
0xb4C374F1837ef355cA308b8024Fd4555aEF3bbE7 11 DC 0.0591% 
0x8AE7689Ee9286504C825C7eAbf36051332482915 11 DC 0.0591% 
0x7ac3084aa5683fBB395E1270eaF11D89ac2dE78e 11 DC 0.0591% 
0x59F3829A310382deDc8DEb952e6c2a6a4941FD39 11 DC 0.0591% 
0x7DE8BC670EaF49c551Dfe5009877F1EbA2A5b345 11 DC 0.0591% 
0x23abad8C65a9a93Abcc343892aaf3d6E88B5CCc9 11 DC 0.0591% 
0xE74378799b999F2b3Ded5Fba588F348d23A79885 10 DC 0.0537% 
0xe42c7985F83e47D2D5ecD022c60EBdD5D0A697b8 10 DC 0.0537% 
0x3D84F7D5B78A65A4d6E4B67B1b65a8D9EFfB5593 10 DC 0.0537% 
0x4165a9398de3FedADB1187dC8B7342f92c914b0E 10 DC 0.0537% 
0x6BEF6b4A683AD107B9deb13493D352F0F6144634 10 DC 0.0537% 
0xBF8F483Fbd648A50891bE1Bf12C6E8e6312bFB32 10 DC 0.0537% 
0xD0A33ec16508b3451c73bEa7467254c570b70CCb 10 DC 0.0537% 
0x1a70FFA8b662F8E3a121516e7610a565Ef6e2e62 10 DC 0.0537% 
0xD1BC2dbb8EbC0707Ed89499116040a3Efc3f97f2 10 DC 0.0537% 
0x18A0a9Da9A6Ee980763e2E2e98bD0ca8c66134b4 10 DC 0.0537% 
0xd9FD3F09eCF4F4989F358C08B8aA6F5f169C069e 10 DC 0.0537% 
0xdb3fD6b98E857F94011Ed3C732DeD3dA6f99dF57 10 DC 0.0537% 
0x527AeE253501533331720E7a3D02292d66Bd798C 10 DC 0.0537% 
0x159584C7F2A479Fe24801199F2861feb734e8eFe 10 DC 0.0537% 
0x9c9d433CB25B4f28fFb43eFbe1F9926764bde006 10 DC 0.0537% 
0xF2188660A916870BD49a25F687928C060d4e6B02 10 DC 0.0537% 
0x8eb174DF68109c0112BF39D04E61c8Bb5a01B710 10 DC 0.0537% 
0x8d477BA608223C58150892e9E1764Ae49438Ced8 10 DC 0.0537% 
0x2cbc38Aeab31d95cC37A511415A821e970266A15 10 DC 0.0537% 
0xc1856AbB1c02d4AD9E7d90cAE4Da85782798407C 10 DC 0.0537% 
0x81d833403b12e67FC65A8161467b497CEe1d377F 10 DC 0.0537% 
0xc7b4926652502F736D78D203910a5c757135C841 10 DC 0.0537% 
0xd759798F45De2Fd34453b6e8a49eD6EDDB3199e6 10 DC 0.0537% 
0x553D7607C5263b62725bcb3ef70e0AdE6a76d94B 10 DC 0.0537% 
0x5019fF75Eb522159f48Bc90aC1dc98DfB0D4589f 10 DC 0.0537% 
0x31172f72c529b1F3c6680ddF2cEb6E9Eda779c20 10 DC 0.0537% 
0x41BC515508B30Ce259e94DA6799d0ccfb01C0246 10 DC 0.0537% 
0x33ba892e266AC26185B502cE5bEbf1f336e65C69 10 DC 0.0537% 
0xFb485BAB48Fd86f5AB9151b945E32D6026237538 10 DC 0.0537% 
0xdDfdbb1f6c8c1eDe57be7d3eDcc45D88924b3926 10 DC 0.0537% 
0x7F7812B9dF0bFf9424e772Ed4d8B08a97F59D9A9 10 DC 0.0537% 
0xb56D3A16AFD1619aa9DBd99918c3AB70f1D41042 10 DC 0.0537% 
0x9021B55DC7D7EAb486a478727eA5Cd8D284b3D59 10 DC 0.0537% 
0x91ee5e7D8d94FC86384ed7CdFA4945a40cb26C5B 10 DC 0.0537% 
0x3DCA25D72528249a844E64a762CC3bFD12DA514e 10 DC 0.0537% 
0x6b7A62e0E1F3F861482AEb45249Ecb618B409051 10 DC 0.0537% 
0x89ed8503e4191D73F2107Ad8AaC70c3Dc3d86ce7 10 DC 0.0537% 
0x95017d44B3f1207d311C9Ea07e71ff2754F3f12F 10 DC 0.0537% 
0xdD606e4dE01D33Ec24BBA6a6fB681492429e9C27 10 DC 0.0537% 
0xC2B4FBD40B9f240d3758289Ba236394EFd0ce33C 10 DC 0.0537% 
0xEE3f579E802d8eeEa2B508d79a3A65431895b94D 10 DC 0.0537% 
0xdC19F766ff5E30D810D08499be27C6e4C630af51 10 DC 0.0537% 
0x019eC85E49f01CE22A3921A7CB309042aeEC849F 10 DC 0.0537% 
0xDc5af06Ac0Bc3fc0152D0FD1cFAf24fd6D351530 10 DC 0.0537% 
0x515Ae96C1fD8F3e58AC10E9A2A233809728DC73d 10 DC 0.0537% 
0x4165a9398de3FedADB1187dC8B7342f92c914b0E 10 DC 0.0537% 
0x41BC515508B30Ce259e94DA6799d0ccfb01C0246 10 DC 0.0537% 
0x3D84F7D5B78A65A4d6E4B67B1b65a8D9EFfB5593 10 DC 0.0537% 
0x019eC85E49f01CE22A3921A7CB309042aeEC849F 10 DC 0.0537% 
0x3DCA25D72528249a844E64a762CC3bFD12DA514e 10 DC 0.0537% 
0x2cbc38Aeab31d95cC37A511415A821e970266A15 10 DC 0.0537% 
0x33ba892e266AC26185B502cE5bEbf1f336e65C69 10 DC 0.0537% 
0x31172f72c529b1F3c6680ddF2cEb6E9Eda779c20 10 DC 0.0537% 
0x159584C7F2A479Fe24801199F2861feb734e8eFe 10 DC 0.0537% 
0x18A0a9Da9A6Ee980763e2E2e98bD0ca8c66134b4 10 DC 0.0537% 
0x1a70FFA8b662F8E3a121516e7610a565Ef6e2e62 10 DC 0.0537% 
0x5019fF75Eb522159f48Bc90aC1dc98DfB0D4589f 10 DC 0.0537% 
0xcd5561b1be55C1Fa4BbA4749919A03219497B6eF 9 DC 0.0484% 
0x028F3c84607337924dD93386Fb0c3A9C3419d8b5 9 DC 0.0484% 
0x8933ec057704387c17a8c6Bc92c53166B00c1565 9 DC 0.0484% 
0xD51b738aB674fF8b475C8e7C6CDDA1cF9DCDa5C2 9 DC 0.0484% 
0x7276004B17CD2BBD5A480DFc785B74E7F1ab5717 9 DC 0.0484% 
0x47eFdB244871D48D3E3D97eBBf2Bfb9288C0317f 9 DC 0.0484% 
0xA45d22Fe774960723f86f6D5829139b22fc051C9 9 DC 0.0484% 
0xb984CD30f30DF351bBcb91e258742a466375Ce7E 9 DC 0.0484% 
0xc344647630c666DeB7331b96607433af1d879C6E 9 DC 0.0484% 
0xf23570C010c041b6b83B79855C8462998c36b017 9 DC 0.0484% 
0x2F245f77685200A25027A4fCd3d6F1E773B53bf5 9 DC 0.0484% 
0x2951E08Ad9B55d47Fb5c001D2038F7d40131D16D 9 DC 0.0484% 
0xdD54e6edaFfE9547E144c3ECcdaf7FacF1B0db84 9 DC 0.0484% 
0xfBdf1Fcd3D1800Fc93F8F50BA177B82eB05f4C35 9 DC 0.0484% 
0xB00CD8e790eC45971A04695849a17a647eB74463 9 DC 0.0484% 
0x094B6d60AcF2C6cfb42f9A20919608B1e4CBa215 9 DC 0.0484% 
0xfFe487fAfcC0914656cB2a245f3B500D9048B127 9 DC 0.0484% 
0x9D8B05DF65f6F831b75deE291C38602d719f157d 9 DC 0.0484% 
0x75BB11c94cAf1DE2FA155d3Dd1e770f080687a8f 9 DC 0.0484% 
0x8C64a83393ed18C94Cf92cA4BD0b2f36bf62BE3d 9 DC 0.0484% 
0x8B73c500019fCC73Cf91C36A339F3e74808Fb5a6 9 DC 0.0484% 
0x78ec7E48F3914b3C529a72e3A20275621ADE8a80 9 DC 0.0484% 
0xEb89007481990d739c1Ed98d210BddFb60e8f3bf 8 DC 0.0430% 
0x7BC73Ad3727D42dBc0Fff9A37F82e338329F2EF7 8 DC 0.0430% 
0x0C130e9838D56A531a33f8Aaeb893F4634D0B2c6 8 DC 0.0430% 
0x188e328faaC6082Ac9772BbD50812507cC3CCEeb 8 DC 0.0430% 
0x18B0046eF6Ee3fD03bA91A190e37E7AE72b89D8b 8 DC 0.0430% 
0xc8b40EF5dc93B682Fc9849ecfF1FF2015a836082 8 DC 0.0430% 
0x5de953d5B76f349D19D8A956793Ff4CABaB86D07 8 DC 0.0430% 
0x1ce052f13711739E4b20a1750Ea1781b41032796 8 DC 0.0430% 
0x6d2671F922B64cF0c53d90A2A4C4aD29af8ed44e 8 DC 0.0430% 
0xB29f9FD60E2AeF42Aa34789f45918156F210e8Dd 8 DC 0.0430% 
0xe0fb6FFe23742f57778142Cdc4507E99a21D0239 8 DC 0.0430% 
0x5cDA2545848697a28354A042ad494f5BeACA220f 8 DC 0.0430% 
0xe2e50d77AdeD9cb99A2e12e1B3d794fe8d961F98 7 DC 0.0376% 
0x676AbbB88c148b8F3E97c590F8aAEAA000386aDD 7 DC 0.0376% 
0xff9A5a5e9f850b5Cc25dDfa00BDA2E42b3d14A65 7 DC 0.0376% 
0x8001eDaf71dc22df812d906758754218B93B9AeD 7 DC 0.0376% 
0x5ce561e048d2cd64523D6316228F97bd2537F92f 7 DC 0.0376% 
0x676AbbB88c148b8F3E97c590F8aAEAA000386aDD 7 DC 0.0376% 
0x5C0170d9FAA00C5764ECAF90f68f79C33F958B70 7 DC 0.0376% 
0x2626a394669431D99bd8aD92DaD1D3fA4F466C76 7 DC 0.0376% 
0x11B85F1812259cC7439025640B8382a24d4B190b 7 DC 0.0376% 
0x0226348cBfC6206b60FE23e99Bba27F698f98772 7 DC 0.0376% 
0x7F3C16f5e15D8C9e056ef9be98a91B52AA93cf23 7 DC 0.0376% 
0x1B70A331CE1c01b86Ec986028191F7E41601abfd 7 DC 0.0376% 
0x6Cc88eadcE2d4052508616c6d62D9465C084E657 7 DC 0.0376% 
0x0493b2b90BE93115bd5a6572A97D59fcF568dAFE 7 DC 0.0376% 
0x24Fc4D5Eb933B84Be90577Da389648e411d5b5EC 7 DC 0.0376% 
0x371Ea1E8FcB52083a2A6Ee8Bb44Bb5540939fB82 7 DC 0.0376% 
0x363F725beb64d679f04213774F27CaE4689b292c 7 DC 0.0376% 
0xcCeD802D6cAaC6d26E784d71789F044d44a6b910 6 DC 0.0322% 
0x9b045b6589FF0044f97901B742609eB34eE96949 6 DC 0.0322% 
0x87C35beeAbc4A0434154D516dE89773fe53477Ce 6 DC 0.0322% 
0xeFe4770577a487Ba879E610C9A8041666dA1095C 6 DC 0.0322% 
0x6A8dCb1606c54338b8bA5de09D649fA90dc6bbb7 6 DC 0.0322% 
0x19e900F9eE644b19c566CF4351d15E763768140e 6 DC 0.0322% 
0xBd9624b6bEB9d14a300dcDFE9160ecE73F424d25 6 DC 0.0322% 
0x5Ee44004649723DD9E99CB543A40CE771DFE1949 6 DC 0.0322% 
0xfa685D2A05C0aa1390ea0bcd8A936c62eF9456b8 6 DC 0.0322% 
0x088958e1384723B60a2134615d4BA213E1B8d7dC 6 DC 0.0322% 
0x297a97B70A8f823EAAd6dA50239E6995Cb411DdB 6 DC 0.0322% 
0x1B133343e87C59b9433c728528a415EC4Fd249Df 6 DC 0.0322% 
0x60298813bd045dFfaFDE823eBF5846F926d25Bac 6 DC 0.0322% 
0x4dc36693E2E239FA21cC183B634Dd827f1876dEd 6 DC 0.0322% 
0x09f084B5486B5aB4e5A4e4e53f2dce590a0A8c0c 5 DC 0.0269% 
0x764A8F5Efa25C6A38E86f711cFB4E8eD0AEd0C65 5 DC 0.0269% 
0xc9f0143E0fcd93de2745DEd6c06120Ec2824f61C 5 DC 0.0269% 
0x2b5E0EE609ABC3F352099D7bDcF1c14644Cc5B9C 5 DC 0.0269% 
0xE82CE3Cb1230ab9a5C0635878A9210938ed787B5 5 DC 0.0269% 
0xF5a5F9b3E2B0b581cD3a8856D8Ea6EB5a969fF13 5 DC 0.0269% 
0x7925571fB7B10D13E7CE8B5793A6c1C9C2E2B341 5 DC 0.0269% 
0xEcaDe71406D75d3cbB3C45A3f013F90d9A2eAdb9 5 DC 0.0269% 
0x95B18b7721eE14714ab9d50f21fD8027D9b96432 5 DC 0.0269% 
0xD8D71Efa85869f94023abC865ce6Ea78821Ef552 5 DC 0.0269% 
0x04D52A18B7Af110Dc372bD435e4BeF2E97ccDbeC 5 DC 0.0269% 
0x7aF161FC385E7BD57f643011FA1BC83A30bf25F2 5 DC 0.0269% 
0xF1B911235b37eC41134fD022AF527894A2D2A50f 5 DC 0.0269% 
0x0c56535CB5Ee955699749F426c944c04A93180C3 5 DC 0.0269% 
0x91F74306818231d54619Bcc77DBbBC4e784a5aa0 5 DC 0.0269% 
0x09Fa7C4BFFB33b775CF971C585325Ad93f771BEF 5 DC 0.0269% 
0xEaB9095aC9192a0B44e9b82c0d9F51E9cF900deb 5 DC 0.0269% 
0x44451089B13C621F9521d2ea57382cEAC42C8311 5 DC 0.0269% 
0xe8C8d949C821cF1A6a730a1A1C31Dde0a386c941 5 DC 0.0269% 
0xf0618acE7A855AE523300b67c580450dC4c788B1 5 DC 0.0269% 
0xA41871C259998EC50ea963a7CefD91ACeCC78D86 5 DC 0.0269% 
0x95c00D2cF32EdBa4CFec2Ef6086829942aAD70A0 5 DC 0.0269% 
0xc1b5Bcbc94E6127aC3ee4054d0664E4f6aFe45d3 5 DC 0.0269% 
0x4406571181978028dF5621E973CE52cd5F2d05F8 5 DC 0.0269% 
0x09f084B5486B5aB4e5A4e4e53f2dce590a0A8c0c 5 DC 0.0269% 
0x66B21122f0E60c85B7962bC1503ff693cCe8e513 5 DC 0.0269% 
0x7565870388D5e3E27B60B951516331dCfAfbcf47 5 DC 0.0269% 
0x95c00D2cF32EdBa4CFec2Ef6086829942aAD70A0 5 DC 0.0269% 
0x2b5E0EE609ABC3F352099D7bDcF1c14644Cc5B9C 5 DC 0.0269% 
0x53eA9043ACb6b4d17c29076fB23DC537Fcc6cE93 5 DC 0.0269% 
0x6094A1d41372Ef0D814B43fd443B26fB1d68BdD6 5 DC 0.0269% 
0x97f9D95C476aBBE8cc06b38280972d1489DEcD73 5 DC 0.0269% 
0x44D536e1a76e21E0f8262c58660A456c1d3581e7 5 DC 0.0269% 
0x07A009e9E98649Bff954cf3032ceB3E21E020f49 5 DC 0.0269% 
0x7925571fB7B10D13E7CE8B5793A6c1C9C2E2B341 5 DC 0.0269% 
0x31e7deCaf34599f72a67e7206d64f52c1ca5c709 5 DC 0.0269% 
0x2932fA3E68338B88862455dc69814Dcf0C48067F 5 DC 0.0269% 
0xA42b52479a66bc2C8B6899fd2C20D3823CDe0cCd 5 DC 0.0269% 
0x3f2948B14aFc98Ba6d6081e8E67b20a06981388F 5 DC 0.0269% 
0x1B02321349cfB1E71D14d1894610A97F6707Df8d 5 DC 0.0269% 
0x4D01DfdB57A6294572F39f22Bf00dcde86d3Eb7b 5 DC 0.0269% 
0x9D310f3AC0178ece5b3e3a51e4399Ca491adb896 5 DC 0.0269% 
0xBF8641831D15c2701BA122981C3D7A6A2533ea48 5 DC 0.0269% 
0x7aF161FC385E7BD57f643011FA1BC83A30bf25F2 5 DC 0.0269% 
0x4be329bd61780B715eeD2A8eA2DFefc17D8AEAC9 5 DC 0.0269% 
0x4E3F3d06E036352DA7f3834E601EE9a22c4fe4bd 5 DC 0.0269% 
0xbb464f984A28D960b6e0B08F82E2f83C21FF6C87 5 DC 0.0269% 
0x09Fa7C4BFFB33b775CF971C585325Ad93f771BEF 5 DC 0.0269% 
0x04D52A18B7Af110Dc372bD435e4BeF2E97ccDbeC 5 DC 0.0269% 
0x95B18b7721eE14714ab9d50f21fD8027D9b96432 5 DC 0.0269% 
0xae21E66621e89EBFC86711caC10CEaD44789cc88 5 DC 0.0269% 
